,product_title,ships_from_to,grams,quality,btc_price,cost_per_gram,cost_per_gram_pure,escrow,product_link,vendor_link,vendor_name,successful_transactions,rating,ships_from,ships_to,ships_to_US,ships_from_US,ships_to_NL,ships_from_NL,ships_to_FR,ships_from_FR,ships_to_GB,ships_from_GB,ships_to_CA,ships_from_CA,ships_to_DE,ships_from_DE,ships_to_AU,ships_from_AU,ships_to_EU,ships_from_EU,ships_to_ES,ships_from_ES,ships_to_N. America,ships_from_N. America,ships_to_BE,ships_from_BE,ships_to_WW,ships_from_WW,ships_to_SI,ships_from_SI,ships_to_IT,ships_from_IT,ships_to_DK,ships_from_DK,ships_to_S. America,ships_from_S. America,ships_to_CH,ships_from_CH,ships_to_BR,ships_from_BR,ships_to_CZ,ships_from_CZ,ships_to_SE,ships_from_SE,ships_to_CO,ships_from_CO,ships_to_CN,ships_from_CN,ships_to_PL,ships_from_PL,ships_to_GR,ships_from_GR
2366,3GR   PURE  COCAINE  89% - 91%   *** FREE SHIPPING,"NL  → WW, EU",3,89,0.0882,0.0294,0.03303370787,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=76297.101516,http://lchudifyeqm4ldjj.onion/contactMember?member=DutchTurtles,DutchTurtles,40,4.82,NL,"WW, EU",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2367,3GR - COCAINE 84%,NL  → EU,3,84,0.0927,0.0309,0.03678571429,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=418736.614471,http://lchudifyeqm4ldjj.onion/contactMember?member=MedicsNL,MedicsNL,460,4.69,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2368,3GR -CRACK COCAINE 84%,NL  → EU,3,84,0.0927,0.0309,0.03678571429,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=923735.562489,http://lchudifyeqm4ldjj.onion/contactMember?member=MedicsNL,MedicsNL,460,4.69,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2373,3g - 85% uncutt colombian fishscale cocaine,"NL  → EU, ASIA",3,85,0.0824,0.02746666667,0.03231372549,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=384792.279893,http://lchudifyeqm4ldjj.onion/contactMember?member=YoungAmsterdam,YoungAmsterdam,60,4.97,NL,"EU, ASIA",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2374,3g - 86% uncutt colombian fishscale cocaine,NL  → EU,3,86,0.0876,0.0292,0.03395348837,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=691178.426446,http://lchudifyeqm4ldjj.onion/contactMember?member=KartelNL,KartelNL,5,4.8,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2375,3g Cocaine / Kokain Peruvian 93%,DE  → WW,3,93,0.1314,0.0438,0.04709677419,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=883838.49410,http://lchudifyeqm4ldjj.onion/contactMember?member=JohnsonAndJohnson,JohnsonAndJohnson,250,4.87,DE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2376,3g Cocaine 50% purity,GB  → GB,3,50,0.0686,0.02286666667,0.04573333333,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=849165.836621,http://lchudifyeqm4ldjj.onion/contactMember?member=Evosdrugstore,Evosdrugstore,150,4.93,GB,GB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2377,3g Cocaine 90% brick YELLOW flakes strong,"GB  → GB, WW",3,90,0.1056,0.0352,0.03911111111,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=113656.574045,http://lchudifyeqm4ldjj.onion/contactMember?member=ROYAL_LONDON,ROYAL_LONDON,110,4.7,GB,"GB, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2378,3g Cocaine Bolivien Flex 92% Shipping from Germany,"DE  → EU, DE",3,92,0.1082,0.03606666667,0.03920289855,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=495347.870593,http://lchudifyeqm4ldjj.onion/contactMember?member=kimmi,kimmi,13,5,DE,"EU, DE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2379,3g Cocaine Pure Flakes 90%+,"FR  → FR, EU",3,90,0.1298,0.04326666667,0.04807407407,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=992133.122383,http://lchudifyeqm4ldjj.onion/contactMember?member=CocaColaFR,CocaColaFR,540,4.86,FR,"FR, EU",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2382,"3g Cocaine, 89%",DE  → EU,3,89,0.1108,0.03693333333,0.04149812734,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=501336.819374,http://lchudifyeqm4ldjj.onion/contactMember?member=cocaMG,cocaMG,130,4.91,DE,EU,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2392,3g Kokain/Cocaine 80%,"DE  → EU, DE",3,80,0.1468,0.04893333333,0.06116666667,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=643337.321106,http://lchudifyeqm4ldjj.onion/contactMember?member=homegrow1919,homegrow1919,80,4.96,DE,"EU, DE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2395,3g POPCORN COCAINE 82% INTRO OFFER!!,NL  → EU,3,82,0.0721,0.02403333333,0.02930894309,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=300145.338392,http://lchudifyeqm4ldjj.onion/contactMember?member=pablopablito,pablopablito,230,4.72,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2398,3g Pure Cocain 84% High quality . Promo Stunt!!!,NL  → EU,3,84,0.085,0.02833333333,0.03373015873,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=186508.537691,http://lchudifyeqm4ldjj.onion/contactMember?member=pablopablito,pablopablito,230,4.72,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2399,3g UNCUT colombian cocaine flake 100% pure-UK SELL,GB  → GB,3,100,0.1144,0.03813333333,0.03813333333,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=119375.544874,http://lchudifyeqm4ldjj.onion/contactMember?member=superdrugz,superdrugz,280,4.94,GB,GB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2400,3g UNCUT colombian cocaine flake 92-97% PURE,GB  → GB,3,97,0.1144,0.03813333333,0.03931271478,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=751047.90562,http://lchudifyeqm4ldjj.onion/contactMember?member=superdrugz,superdrugz,280,4.94,GB,GB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2403,3gr A+ COCAINE CRYSTAL 90% purity,NL  → WW,3,90,0.0773,0.02576666667,0.02862962963,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=306494.290796,http://lchudifyeqm4ldjj.onion/contactMember?member=MRexclusive,MRexclusive,140,4.99,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2406,3gr HQ uncut Bolivian Cocaine 95% (Free Shipping),NL  → WW,3,95,0.0927,0.0309,0.03252631579,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=890570.454171,http://lchudifyeqm4ldjj.onion/contactMember?member=DutchHogSeller,DutchHogSeller,15,4.73,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2407,3gr PURE COCAINE 89-91%   ******LIMITED TIME DISCO,NL  → WW,3,91,0.0746,0.02486666667,0.02732600733,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=78554.981269,http://lchudifyeqm4ldjj.onion/contactMember?member=Aliexpressss,Aliexpressss,310,4.74,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2408,3gr Pure Cocaine Flakes ★EC RESULT: 94%,DE  → WW,3,94,0.1064,0.03546666667,0.03773049645,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=503567.160572,http://lchudifyeqm4ldjj.onion/contactMember?member=German-Masters,German-Masters,40,4.89,DE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2410,3gr cocaine pure 92%,FR  → WW,3,92,0.139,0.04633333333,0.05036231884,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=773465.524374,http://lchudifyeqm4ldjj.onion/contactMember?member=lafrenchconnection,lafrenchconnection,260,4.89,FR,WW,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2411,3gr cocaine pure 92% PROMO,FR  → WW,3,92,0.1082,0.03606666667,0.03920289855,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=154276.928628,http://lchudifyeqm4ldjj.onion/contactMember?member=lafrenchconnection,lafrenchconnection,260,4.89,FR,WW,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2412,3gr | Cocaine 88% Pure | PROMO,"NL  → WW, EU",3,88,0.0695,0.02316666667,0.02632575758,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=509153.610008,http://lchudifyeqm4ldjj.onion/contactMember?member=Redbull7,Redbull7,430,4.85,NL,"WW, EU",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2413,3g★Pure Raw 94% Columbian Cocaine★,US  → US,3,94,0.1077,0.0359,0.03819148936,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=833075.960533,http://lchudifyeqm4ldjj.onion/contactMember?member=TheRealTrapGod,TheRealTrapGod,110,5,US,US,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2421,4 GR Cocaine 90% Peru for 200 Euro,"DE  → DE, WW",4,90,0.103,0.02575,0.02861111111,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=207672.724084,http://lchudifyeqm4ldjj.onion/contactMember?member=Kleinanzeigen,Kleinanzeigen,600,4.85,DE,"DE, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2422,4 GR Cocaine 93% Pure  for 210 Euro   ESCROW,"DE  → DE, WW",4,93,0.1082,0.02705,0.02908602151,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=368945.191357,http://lchudifyeqm4ldjj.onion/contactMember?member=Gofastteam,Gofastteam,3250,4.91,DE,"DE, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2424,4 GRAM COCAINE FISHSCALE PURE FLAKE 90% ***PROMOTI,NL  → EU,4,90,0.103,0.02575,0.02861111111,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=55935.122335,http://lchudifyeqm4ldjj.onion/contactMember?member=amsterdamflex,amsterdamflex,180,4.88,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2426,4 Gram Bolivian Coke 90% LOW PRICES!!!!!,"DE  → DE, WW",4,90,0.103,0.02575,0.02861111111,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=95041.19612,http://lchudifyeqm4ldjj.onion/contactMember?member=Gofastteam,Gofastteam,3250,4.91,DE,"DE, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2437,4.0 G Cocaine Uncut-81.88% !!,FR  → WW,4,81.88,0.1417,0.035425,0.04326453346,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=714972.703555,http://lchudifyeqm4ldjj.onion/contactMember?member=lyso,lyso,17,5,FR,WW,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2446,40G PURE QUALITY COLOMBIAN COCAINE 93%,WW  → WW,40,93,0.634,0.01585,0.01704301075,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=545183.445970,http://lchudifyeqm4ldjj.onion/contactMember?member=Topstore,Topstore,80,4.94,WW,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2448,40GR COCAINE 90%,NL  → EU,40,90,0.927,0.023175,0.02575,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=393371.450339,http://lchudifyeqm4ldjj.onion/contactMember?member=Mister-Molly,Mister-Molly,90,4.63,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2449,40g Cocaine / Kokain Peruvian 93%,DE  → WW,40,93,1.262,0.03155,0.03392473118,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=105437.920380,http://lchudifyeqm4ldjj.onion/contactMember?member=JohnsonAndJohnson,JohnsonAndJohnson,250,4.87,DE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2455,45G COCAINE (Peru) A+++ 90% Fishscale,DE  → WW,45,90,2.89,0.06422222222,0.07135802469,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=673081.923487,http://lchudifyeqm4ldjj.onion/contactMember?member=FAST-DRUG,FAST-DRUG,20,5,DE,WW,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2456,45GR COCAINE 90%,NL  → EU,45,90,1.02,0.02266666667,0.02518518519,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=260854.285199,http://lchudifyeqm4ldjj.onion/contactMember?member=Mister-Molly,Mister-Molly,90,4.63,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2471,4G COCAINE 89% - STRAIGHT FROM THE BRICK-,NL  → EU,4,89,0.1097,0.027425,0.03081460674,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=611923.846603,http://lchudifyeqm4ldjj.onion/contactMember?member=0ldamsterdamm,0ldamsterdamm,620,4.94,NL,EU,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
